chamber,state,party,incumbent,termstart,age,bioguide,GDP,Annual GPD Percent Change,working age,65 and Older,Unemployment,growth percent
house,TX,D,Yes,1947,85.9,M000112,249.9,9.9,3.9,1.94
house,NC,D,Yes,1947,83.2,D000448,249.9,9.9,3.9,1.94
house,IL,D,Yes,1947,80.7,S000001,249.9,9.9,3.9,1.94
house,NJ,R,Yes,1947,78.8,E000023,249.9,9.9,3.9,1.94
house,KY,R,No,1947,78.3,L000296,249.9,9.9,3.9,1.94
house,PA,R,No,1947,78.0,G000017,249.9,9.9,3.9,1.94
house,CA,R,Yes,1947,77.9,W000265,249.9,9.9,3.9,1.94
house,NY,D,Yes,1947,76.8,B000565,249.9,9.9,3.9,1.94
house,WI,R,Yes,1947,76.0,H000943,249.9,9.9,3.9,1.94
house,MA,R,Yes,1947,75.8,G000169,249.9,9.9,3.9,1.94
house,VA,D,Yes,1947,74.7,B000545,249.9,9.9,3.9,1.94
house,KY,R,Yes,1947,74.0,R000358,249.9,9.9,3.9,1.94
house,IN,D,Yes,1947,73.5,L000501,249.9,9.9,3.9,1.94
house,NC,D,Yes,1947,73.0,K000138,249.9,9.9,3.9,1.94
house,OH,D,Yes,1947,72.6,C000932,249.9,9.9,3.9,1.94
house,CA,D,Yes,1947,72.5,L000163,249.9,9.9,3.9,1.94
house,WV,D,Yes,1947,72.4,K000039,249.9,9.9,3.9,1.94
house,KY,D,Yes,1947,72.0,S000717,249.9,9.9,3.9,1.94
house,OR,R,Yes,1947,72.0,A000257,249.9,9.9,3.9,1.94
house,NJ,D,Yes,1947,71.8,N000153,249.9,9.9,3.9,1.94
house,VT,R,Yes,1947,71.7,P000395,249.9,9.9,3.9,1.94
house,VA,D,Yes,1947,71.6,D000496,249.9,9.9,3.9,1.94
house,MI,R,Yes,1947,71.3,H000683,249.9,9.9,3.9,1.94
house,NY,R,Yes,1947,71.3,R000113,249.9,9.9,3.9,1.94
house,NY,D,Yes,1947,70.8,B001214,249.9,9.9,3.9,1.94
house,MI,R,Yes,1947,70.8,W000718,249.9,9.9,3.9,1.94
house,MI,R,Yes,1947,70.3,B000515,249.9,9.9,3.9,1.94
house,MI,R,Yes,1947,70.1,M000693,249.9,9.9,3.9,1.94
house,MI,R,No,1947,69.6,C000590,249.9,9.9,3.9,1.94
house,OH,R,Yes,1947,69.5,M000374,249.9,9.9,3.9,1.94
house,NY,R,Yes,1947,69.4,W000012,249.9,9.9,3.9,1.94
house,IL,D,Yes,1947,68.7,O000016,249.9,9.9,3.9,1.94
house,MS,D,Yes,1947,68.7,W000430,249.9,9.9,3.9,1.94
house,ND,R,Yes,1947,68.4,L000238,249.9,9.9,3.9,1.94
house,NY,D,Yes,1947,68.4,D000212,249.9,9.9,3.9,1.94
house,IL,R,Yes,1947,68.2,J000117,249.9,9.9,3.9,1.94
house,MO,D,Yes,1947,67.7,C000117,249.9,9.9,3.9,1.94
house,TX,D,Yes,1947,67.6,T000189,249.9,9.9,3.9,1.94
house,MO,R,Yes,1947,67.3,A000296,249.9,9.9,3.9,1.94
house,GA,D,Yes,1947,66.8,B000940,249.9,9.9,3.9,1.94
house,GA,D,Yes,1947,66.7,C000831,249.9,9.9,3.9,1.94
house,NY,R,Yes,1947,66.7,T000001,249.9,9.9,3.9,1.94
house,TN,R,Yes,1947,66.6,J000096,249.9,9.9,3.9,1.94
house,PA,R,Yes,1947,66.5,G000206,249.9,9.9,3.9,1.94
house,PA,R,Yes,1947,66.4,G000360,249.9,9.9,3.9,1.94
house,IN,R,Yes,1947,66.4,G000207,249.9,9.9,3.9,1.94
house,IL,R,Yes,1947,66.2,M000574,249.9,9.9,3.9,1.94
house,MN,R,Yes,1947,66.2,K000301,249.9,9.9,3.9,1.94
house,NJ,R,Yes,1947,66.2,W000683,249.9,9.9,3.9,1.94
house,OH,R,Yes,1947,66.2,J000088,249.9,9.9,3.9,1.94
house,NC,D,Yes,1947,66.0,F000241,249.9,9.9,3.9,1.94
house,MO,D,Yes,1947,66.0,Z000009,249.9,9.9,3.9,1.94
house,MA,R,Yes,1947,65.9,G000297,249.9,9.9,3.9,1.94
house,IL,R,Yes,1947,65.9,V000125,249.9,9.9,3.9,1.94
house,MA,R,Yes,1947,65.8,R000392,249.9,9.9,3.9,1.94
house,OH,R,No,1947,65.2,B001096,249.9,9.9,3.9,1.94
house,TX,D,Yes,1947,65.0,R000082,249.9,9.9,3.9,1.94
house,WA,R,No,1947,64.8,N000135,249.9,9.9,3.9,1.94
house,MS,D,Yes,1947,64.8,R000056,249.9,9.9,3.9,1.94
house,NC,D,Yes,1947,64.7,C000439,249.9,9.9,3.9,1.94
house,IN,R,Yes,1947,64.7,S000755,249.9,9.9,3.9,1.94
house,IL,R,Yes,1947,64.5,M000224,249.9,9.9,3.9,1.94
house,CA,D,Yes,1947,64.3,H000356,249.9,9.9,3.9,1.94
house,VA,D,Yes,1947,63.9,S000554,249.9,9.9,3.9,1.94
house,NC,D,Yes,1947,63.7,B001056,249.9,9.9,3.9,1.94
house,IL,R,Yes,1947,63.7,C000390,249.9,9.9,3.9,1.94
house,PA,R,Yes,1947,63.5,R000209,249.9,9.9,3.9,1.94
house,PA,D,Yes,1947,63.5,K000058,249.9,9.9,3.9,1.94
house,GA,D,Yes,1947,63.1,V000105,249.9,9.9,3.9,1.94
house,MI,R,Yes,1947,63.0,D000411,249.9,9.9,3.9,1.94
house,PA,R,No,1947,63.0,C000268,249.9,9.9,3.9,1.94
house,NE,R,Yes,1947,62.8,S000845,249.9,9.9,3.9,1.94
house,NY,R,Yes,1947,62.8,G000541,249.9,9.9,3.9,1.94
house,MI,R,Yes,1947,62.7,J000264,249.9,9.9,3.9,1.94
house,CA,R,No,1947,62.5,B000750,249.9,9.9,3.9,1.94
house,OH,R,Yes,1947,62.4,S000536,249.9,9.9,3.9,1.94
house,NC,D,No,1947,62.3,J000224,249.9,9.9,3.9,1.94
house,MA,R,Yes,1947,62.2,M000191,249.9,9.9,3.9,1.94
house,MI,D,Yes,1947,62.0,L000251,249.9,9.9,3.9,1.94
house,CA,D,Yes,1947,62.0,S000335,249.9,9.9,3.9,1.94
house,MO,D,Yes,1947,62.0,B000332,249.9,9.9,3.9,1.94
house,NJ,R,Yes,1947,62.0,A000227,249.9,9.9,3.9,1.94
house,GA,D,Yes,1947,61.9,W000699,249.9,9.9,3.9,1.94
house,VA,D,Yes,1947,61.9,F000191,249.9,9.9,3.9,1.94
house,AL,D,Yes,1947,61.9,B000725,249.9,9.9,3.9,1.94
house,OH,R,Yes,1947,61.8,B000607,249.9,9.9,3.9,1.94
house,AZ,D,Yes,1947,61.7,M001081,249.9,9.9,3.9,1.94
house,NY,R,Yes,1947,61.7,G000031,249.9,9.9,3.9,1.94
